sentence_en,start,end,duration,talks_id
"""Armstrong explained the brutal reality of their situation: ",253.858,257.858,4,36
"they paid 1,500 shillings in rent, about 20 bucks a month, ",257.858,260.858,3,36
"a relatively high price for a Kenyan shantytown, ",260.858,263.858,3,36
and they could not afford to be late with the money. ,263.858,266.858,3,36
"'In case you owe one month, the landlord will come with his henchmen ",266.858,268.858,2,36
"and bundle you out. He will confiscate your things,' Armstrong said. ",268.858,272.858,4,36
"'Not one month, one day,' his roommate Hilary Kibagendi Onsomu, ",272.858,277.858,5,36
"who was cooking ugali, the spongy white cornmeal concoction ",277.858,280.858,3,36
"that is the staple food in the country, cut into the conversation. ",280.858,284.858,4,36
"They called their landlord a Wabenzi, meaning that he is a person ",284.858,287.858,3,36
who has enough money to drive a Mercedes-Benz. ,287.858,291.858,4,36
Hilary served the ugali with a fry of meat and tomatoes; ,293.858,296.858,3,36
the sun slammed down on the thin steel roof; ,296.858,299.858,3,36
and we perspired as we ate. ,299.858,301.858,2,36
"""After we finished, Armstrong straightened his tie, ",301.858,304.858,3,36
"put on a wool sports jacket, and we headed out into the glare. ",304.858,308.858,4,36
Outside a mound of garbage formed the border ,308.858,311.858,3,36
between Southland and the adjacent legal neighborhood of Langata. ,311.858,314.858,3,36
"It was perhaps eight feet tall, 40 feet long, and 10 feet wide. ",314.858,319.858,5,36
And it was set in a wider watery ooze. ,319.858,323.858,4,36
"As we passed, two boys were climbing the mount Kenya of trash. ",323.858,327.858,4,36
They couldn't have been more than five or six years old. ,327.858,329.858,2,36
"They were barefoot, and with each step their toes sank into the muck ",329.858,333.858,4,36
sending hundreds of flies scattering from the rancid pile. ,333.858,337.858,4,36
"I thought they might be playing King of the Hill, but I was wrong. ",337.858,341.858,4,36
"Once atop the pile, one of the boys lowered his shorts, ",341.858,345.858,4,36
"squatted, and defecated. ",345.858,347.858,2,36
The flies buzzed hungrily around his legs. ,347.858,351.858,4,36
"When 20 families -- 100 people or so -- share a single latrine, ",351.858,356.858,5,36
a boy pooping on a garbage pile is perhaps no big thing. ,356.858,360.858,4,36
But it stood in jarring contrast ,360.858,362.858,2,36
to something Armstrong had said as we were eating -- ,362.858,365.858,3,36
that he treasured the quality of life in his neighborhood. ,365.858,368.858,3,36
"""For Armstrong, Southland wasn't constrained by its material conditions. ",368.858,373.858,5,36
"Instead, the human spirit radiated out ",373.858,376.858,3,36
from the metal walls and garbage heaps to offer something ,376.858,379.858,3,36
no legal neighborhood could: freedom. ,379.858,382.858,3,36
"'This place is very addictive,' he had said. ",382.858,385.858,3,36
"'It's a simple life, but nobody is restricting you. ",385.858,388.858,3,36
Nobody is controlling what you do. ,388.858,391.858,3,36
"Once you have stayed here, you cannot go back.' ",391.858,394.858,3,36
"He meant back beyond that mountain of trash, ",395.858,397.858,2,36
"back in the legal city, of legal buildings, ",397.858,400.858,3,36
with legal leases and legal rights. ,400.858,403.858,3,36
"'Once you have stayed here,' he said, ",403.858,406.858,3,36
"'you can stay for the rest of your life.'"" ",406.858,409.858,3,36
"So, he has hope, and this is where these communities start. ",410.858,415.858,5,36
"This is perhaps the most primitive shanty that you can find in Kibera, ",415.858,420.858,5,36
little more than a stick-and-mud hut next to a garbage heap. ,420.858,424.858,4,36
"This is getting ready for the monsoon in Bombay, India. ",425.858,428.858,3,36
This is home improvement: ,428.858,430.858,2,36
putting plastic tarps on your roof. ,430.858,434.858,4,36
"This is in Rio de Janeiro, and it's getting a bit better, right? ",434.858,438.858,4,36
"We're seeing scavenged terra cotta tile and little pieces of signs, ",438.858,444.858,6,36
"and plaster over the brick, some color, ",444.858,447.858,3,36
"and this is Sulay Montakaya's house in Sultanbelyi, and it's getting even better. ",447.858,452.858,5,36
He's got a fence; he scavenged a door; ,452.858,454.858,2,36
he's got new tile on the roof. ,454.858,457.858,3,36
And then you get Rocinha ,457.858,459.858,2,36
and you can see that it's getting even better. ,459.858,463.858,4,36
The buildings here are multi-story. ,463.858,465.858,2,36
They develop -- you can see on the far right ,465.858,468.858,3,36
"one where it seems to just stack on top of each other, ",468.858,471.858,3,36
"room, after room, after room. ",471.858,473.858,2,36
"And what people do is they develop their home on one or two stories, ",473.858,477.858,4,36
"and they sell their loggia or roof rights, ",477.858,480.858,3,36
"and someone else builds on top of their building, ",480.858,481.858,1,36
"and then that person sells the roof rights, ",481.858,483.858,2,36
and someone else builds on top of their building. ,483.858,485.858,2,36
All of these buildings are made out of reinforced concrete and brick. ,485.858,489.858,4,36
"And then you get Sultanbelyi, in Turkey, where it's even built ",489.858,493.858,4,36
to a higher level of design. ,493.858,494.858,1,36
"The crud in the front is mattress stuffing, ",494.858,497.858,3,36
and you see that all over Turkey. ,497.858,499.858,2,36
People dry out or air out their mattress stuffing on their roofs. ,499.858,503.858,4,36
"But the green building, on behind, ",503.858,505.858,2,36
"you can see that the top floor is not occupied, ",505.858,507.858,2,36
so people are building with the possibility of expansion. ,507.858,510.858,3,36
And it's built to a pretty high standard of design. ,510.858,513.858,3,36
"And then you finally get squatter homes like this, ",513.858,515.858,2,36
which is built on the suburban model. ,515.858,517.858,2,36
"Hey, that's a single family home in the squatter community. ",517.858,520.858,3,36
"That's also in Istanbul, Turkey. ",520.858,522.858,2,36
"They're quite vital places, these communities. ",522.858,524.858,2,36
"This is the main drag of Rocinha, the Estrada da Gavea, ",524.858,528.858,4,36
"and there's a bus route that runs through it, ",528.858,530.858,2,36
lots of people out on the street. ,530.858,532.858,2,36
These communities in these cities are actually more vital ,532.858,535.858,3,36
than the illegal communities. ,535.858,537.858,2,36
They have more things going on in them. ,537.858,540.858,3,36
"This is a typical pathway in Rocinha called a ""beco"" -- ",540.858,543.858,3,36
these are how you get around the community. ,543.858,545.858,2,36
It's on very steep ground. ,545.858,547.858,2,36
"They're built on the hills, inland from the beaches in Rio, ",547.858,550.858,3,36
and you can see that the houses are just cantilevered over the natural obstructions. ,550.858,554.858,4,36
"So, that's just a rock in the hillside. ",554.858,556.858,2,36
"And these becos are normally very crowded, ",556.858,560.858,4,36
"and people hump furniture up them, or refrigerators up them, ",560.858,563.858,3,36
all sorts of things. ,563.858,565.858,2,36
Beer is all carried in on your shoulders. ,565.858,567.858,2,36
Beer is a very important thing in Brazil. ,567.858,570.858,3,36
"This is commerce in Kenya, right along the train tracks, ",570.858,575.858,5,36
so close to the train tracks that the merchants ,575.858,577.858,2,36
sometimes have to pull the merchandise out of the way. ,577.858,580.858,3,36
"This is a marketplace, also in Kenya, Toi Market, ",580.858,583.858,3,36
"lots of dealers, in almost everything you want to buy. ",583.858,587.858,4,36
Those green things in the foreground are mangoes. ,587.858,590.858,3,36
"This is a shopping street in Kibera, ",590.858,592.858,2,36
"and you can see that there's a soda dealer, a health clinic, ",592.858,597.858,5,36
"two beauty salons, a bar, two grocery stores, and a church, and more. ",597.858,602.858,5,36
It's a typical downtown street; it just happens to be self-built. ,602.858,607.858,5,36
"This here, on the right-hand side, ",607.858,610.858,3,36
is what's called a -- if you look at the fine print under the awning -- ,610.858,613.858,3,36
it's a hotel. ,613.858,615.858,2,36
"And what hotel means, in Kenya and India, is an eating-place. ",615.858,621.858,6,36
"So, that's a restaurant. ",621.858,623.858,2,36
People steal electrical power -- this is Rio. ,623.858,625.858,2,36
"People tap in and they have thieves who are called ""grillos"" or ""crickets,"" ",625.858,632.858,7,36
and they steal the electrical power ,632.858,634.858,2,36
and wire the neighborhood. ,634.858,636.858,2,36
"People burn trash to get rid of the garbage, ",636.858,639.858,3,36
and they dig their own sewer channels. ,639.858,643.858,4,36
Talk about more plastic bags than plankton. ,643.858,646.858,3,36
And sometimes they have natural trash-disposal. ,646.858,650.858,4,36
"And when they have more money they cement their streets, ",650.858,653.858,3,36
"and they put in sewers and good water pipes, and stuff like that. ",653.858,657.858,4,36
"This is water going to Rio. People run their water pipes all over the place, ",657.858,663.858,6,36
"and that little hut right there has a pump in it, and that's what people do: ",663.858,666.858,3,36
they steal electricity; they install a pump ,666.858,668.858,2,36
"and they tap into the water main, and pump water up to their houses. ",668.858,672.858,4,36
"So, the question is how do you go from the mud-hut village, ",672.858,678.858,6,36
"to the more developed city, to the even highly developed Sultanbelyi? ",678.858,683.858,5,36
I say there are two things. ,683.858,685.858,2,36
One is people need a guarantee they won't be evicted. ,685.858,687.858,2,36
"That does not necessarily mean property rights, ",687.858,689.858,2,36
"and I would disagree with Hernando de Soto on that question, ",689.858,693.858,4,36
because property rights create a lot of complications. ,693.858,695.858,2,36
"They're most often sold to people, and people then wind up in debt ",695.858,699.858,4,36
"and have to pay back the debt, ",699.858,701.858,2,36
and sometimes have to sell their property ,701.858,703.858,2,36
in order to pay back the debt. ,703.858,705.858,2,36
There's a whole variety of other reasons why property rights ,705.858,707.858,2,36
"sometimes don't work in these cases, ",707.858,709.858,2,36
but they do need security of tenure. ,709.858,711.858,2,36
"And they need access to politics, and that can mean two things. ",711.858,715.858,4,36
"That can mean community organizing from below, ",715.858,719.858,4,36
but it can also mean possibilities from above. ,719.858,722.858,3,36
And I say that because the system in Turkey is notable. ,722.858,727.858,5,36
Turkey has two great laws that protect squatters. ,727.858,729.858,2,36
"One is that -- it's called ""gecekondu"" in Turkish, ",729.858,732.858,3,36
"which means ""built overnight,"" and if you build your house overnight ",732.858,736.858,4,36
"in Turkey, you can't be evicted without due process of law, ",736.858,740.858,4,36
if they don't catch you during the night. ,740.858,743.858,3,36
"And the second aspect is that once you have 2,000 people ",743.858,747.858,4,36
"in the community, you can petition the government ",747.858,749.858,2,36
to be recognized as a legal sub-municipality. ,749.858,753.858,4,36
"And when you're a legal sub-municipality, you suddenly have politics. ",753.858,756.858,3,36
"You're allowed to have an elected government, collect taxes, ",756.858,758.858,2,36
"provide municipal services, and that's exactly what they do. ",758.858,762.858,4,36
"So, these are the civic leaders of the future. ",762.858,765.858,3,36
